Column1,Column2
"Sandakan to Fakhar Zaman, FOUR, Sandakan provides too much width to Zaman. He stays put in the crease and slaps it past backward point for another four!",12.6
"Sandakan to Abid Ali, 1 run, it was spinning into Abid Ali and he works it to deep bakcward square leg",12.5
"Sandakan to Abid Ali, no run, defends it to mid-wicket",12.4
"Sandakan to Abid Ali, FOUR, Abid Ali paddles it away to fine leg, the fielding is poor again. He puts in a dive but fails to time the dive, the ball goes through him and Abid Ali collects another four",12.3
"Sandakan to Abid Ali, 2 runs, flicked to deep square leg and he will come back for a brace",12.2
"Sandakan to Abid Ali, no run, it spins away and beats the outside edge of Abid Ali",12.1
"Wanidu Hasaranga to Abid Ali, 1 run, that's in the air and dropped. It was a filthy delivery - a full-toss on the stumps. Abid Ali dashed forward and wanted to clear the deep square leg, fails to time it and he didn't provide the requisite power too. It was in the air and the substitute fielder Sadeera Samarawickrama came under it but he ends up putting down a straight forward catch. Sri Lanka need to take every opportunity on offer to win this game and Sadeera Samarawickrama will be gutted with his effort!",11.6
"Wanidu Hasaranga to Fakhar Zaman, 1 run, Wanidu Hasaranga provides a lot more revs on this delivery and it spins back in sharply, Fakhar Zaman was beaten for the turn and ends up inside edging it to the leg-side",11.5
"Wanidu Hasaranga to Fakhar Zaman, no run, 82.1 kph delivery attacking the stumps, blocked back",11.4
"Wanidu Hasaranga to Abid Ali, 1 run, goes back and punches it away to sweeper cover",11.3
"Wanidu Hasaranga to Abid Ali, no run, steers it straight to cover",11.2
"Wanidu Hasaranga to Abid Ali, no run, very full and on the stumps, pushes it back to the bowler",11.1
"Sandakan to Fakhar Zaman, no run, beautifully bowled. It spins away from Fakhar Zaman and he drives it down the wrong line and it defeats his outside edge",10.6
"Sandakan to Abid Ali, 1 run, takes out the cut shot again, straight to deep backward point this time",10.5
"Sandakan to Abid Ali, FOUR, they say comebacks are tough but Abid Ali doesn't agree to it. He has looked immensely confident right from the word go and has blazed away to his fifty! Goes back on that delivery which had width and he cuts it wide of backward point for a boundary",10.4
"Sandakan to Abid Ali, no run, Sandakan gives flight on this delivery, Abid Ali was shaping up to sweep but he changed his mind and defends it to the off-side",10.3
"Sandakan to Abid Ali, no run, goes back in the crease and pushes it to mid-off",10.2
"Sandakan to Fakhar Zaman, 1 run, this one didn't turn, Fakhar Zaman pushes forward and he inside edges it to the leg-side",10.1
"Lahiru Kumara to Abid Ali, no run, Lahiru Kumara decides to bowl full and Abid Ali mistimes the drive straight to cover",9.6
"Lahiru Kumara to Abid Ali, no run, banged in short again and Abid Ali ducks again. It wasn't too short to be called a wide",9.5
"Lahiru Kumara to Abid Ali, wide, bangs it short and it ends up being too short. Abid Ali ducks and umpire signals it as a wide",9.5
"Lahiru Kumara to Abid Ali, FOUR, oh! This is brilliant from Abid Ali. He takes a good stride forward and flays into the cover drive, beats the man at cover and it races away to the fence. He is making batting look too easy at the moment!",9.4
"Lahiru Kumara to Abid Ali, no run, a good looking cover-drive, finds the man at cover",9.3
"Lahiru Kumara to Abid Ali, FOUR, Sri Lankan pacers are not learning from their mistake. This time, Lahiru Kumara errs in line and delivers it well down the leg-side. Abid Ali gets in a good position and tucks it wide of fine leg",9.2
"Lahiru Kumara to Fakhar Zaman, 1 run, dabs it to third man",9.1
"Sandakan to Fakhar Zaman, 1 run, now, a wrong'un. Fakhar Zaman picks it up off the pitch and pushes it to mid-on. Abid Ali was ball watching and he was off the mark very late. Luckily for Abid Ali the man at mid-on was deep so despite starting late, he had the time to complete the single",8.6
"Sandakan to Fakhar Zaman, SIX, too much flight from Sandakan this time, Fakhar Zaman dashes forward to reach close to the ball. He wasn't entirely to the pitch still goes through with the whack over deep mid-wicket and gets enough power behind it to clear the ropes!",8.5
"Sandakan to Fakhar Zaman, no run, this was a wrong 'un, Fakhar Zaman defends it to the on-side",8.4
"Sandakan to Fakhar Zaman, no run, full and on the stumps, defends it to the off-side",8.3
"Sandakan to Fakhar Zaman, no run, 81.5 kph delivery spinning away from Fakhar Zaman, he misses the cut and it goes past the outside edge",8.2
"Sandakan to Abid Ali, 1 run, it was spinning into the pads and Abid Ali clips it wide of short fine leg",8.1
"Lahiru Kumara to Fakhar Zaman, 2 runs, thumped wide of deep mid-wicket by staying in the crease - trademark Fakhar Zaman! The fielder at deep mid-wicket charges to his left and puts in a brillant dive to stop it from reaching the fence",7.6
"Lahiru Kumara to Abid Ali, 1 run, back of a length delivery around off and Abid Ali punches it straight to backward point. A bit of a misfield there and Abid Ali will collect a single",7.5
"Lahiru Kumara to Fakhar Zaman, 1 run, length delivery attacking the stumps and Fakhar Zaman clips it to the on-side",7.4
"Lahiru Kumara to Abid Ali, 1 run, length delivery down the leg-side and he tucks it to backward square leg",7.3
"Lahiru Kumara to Abid Ali, FOUR, Sri Lankan bowlers are throwing a party to Abid Ali here! It was on the pads again and was bowled at over 140 kph so Abid Ali just has to touch it, he provides no power on the whip it still races to the fence because of the pace of Lahiru Kumara!",7.2
"Lahiru Kumara to Fakhar Zaman, 1 run, Fakhar Zaman opens the face of the bat to guide it to third man",7.1
"Pradeep to Abid Ali, no run, finally, he gets it right. It was a back of a length delivery around off and Abid Ali punches it straight to the cover fielder",6.6
"Pradeep to Abid Ali, FOUR, and again, could you believe it? Pradeep is not learning from his mistake at all, offers a proper freebie down the leg-side and Abid Ali obliges by clipping it fine of the fine leg fielder. He is off to a flyer here!",6.5
"Pradeep to Abid Ali, FOUR, this is poor from Pradeep. He yet again, throws one on the pads. Abid Ali gets in the position quickly and whips it wide of mid-wicket for another boundary",6.4
"Pradeep to Fakhar Zaman, 1 run, another delivery down the leg-side and Fakhar Zaman this time manages to flick it to deep mid-wicket",6.3
"Pradeep to Abid Ali, 1 run, length delivery drifting down the leg-side, Abid Ali whips it to short fine leg for a single",6.2
"Pradeep to Abid Ali, FOUR, a textbook straight drive from Abid Ali! On a length and on the stumps, Abid Ali takes a stride forward and flays into the drive like a boss. It was timed so well that it reached the long-on fence in a whisker. He enjoyed it too and holds his pose for the cameramen!",6.1
"Shanaka to Fakhar Zaman, no run, stays static in the crease and drives it straight to mid-on",5.6
"Shanaka to Abid Ali, 1 run, good length delivery attacking the stumps, Abid Ali tucks it away to deep square leg and collects a single",5.5
"Shanaka to Fakhar Zaman, 1 run, oh dear! That was a streaky single. Fakhar Zaman taps it to backward point with soft hands and charges for a quick single. Hasaranga at backward point picks it up cleanly but fails to nail the direct hit at the striker's end. Had he nailed the direct hit, Abid Ali might have been in trouble",5.4
"Shanaka to Fakhar Zaman, no run, mistimes the punch to cover",5.3
"Shanaka to Fakhar Zaman, FOUR, this will give him confidence. He stays put on this delivery and pumps it straight down the ground for a boundary. Almost a flat-batted forehand from Fakhar Zaman!",5.2
"Shanaka to Abid Ali, 1 run, throws it wide of off and gets it to shape away from the right-hander, Abid Ali throws his bat at it. It comes off the outside half of the bat and ends up at third man",5.1
"Pradeep to Fakhar Zaman, no run, this was drifting onto the pads and Fakhar Zaman yet again missed the whip off his pads. He looks seriously out of touch!",4.6
"Pradeep to Fakhar Zaman, no run, length delivery wide of off, Fakhar Zaman cuts it straight to backward point",4.5
"Pradeep to Abid Ali, 3 runs, not a great deal of room provided but Abid Ali makes his own room and takes out the punch shot again. He finds the gap wide of cover this time. It won't reach the fence but Abid Ali will collect three!",4.4
"Pradeep to Abid Ali, no run, back of a length delivery wide of off, Abid Ali punches it straight to mid-on and shouts a loud no",4.3
"Pradeep to Abid Ali, no run, just a forward press from Abid Ali, he allows the ball to come and defends it to the on-side",4.2
"Pradeep to Abid Ali, no run, fuller length delivery on the stumps, Abid Ali offers the straight bat and blocks it back to mid-on",4.1
"Shanaka to Abid Ali, 1 run, this one was drifting onto the pads and Abid Ali tucks it to backward square leg",3.6
"Shanaka to Abid Ali, no run, on a length and targeting the stumps, Abid Ali gets behind it and defends it solidly",3.5
"Shanaka to Abid Ali, 2 runs, this one skids off the deck and Abid Ali was late on the pull shot, he miscues it but gets just about enough bat on it to clear mid-wicket and hw will come back for a double",3.4
"Shanaka to Fakhar Zaman, 1 run, very full and down the leg-side, Fakhar Zaman clips it to fine leg",3.3
"Shanaka to Fakhar Zaman, no run, again, a bit of inward shape for Shanaka. Fakhar Zaman missed the flick and he was rapped on the pads. Shanaka appealed but umpire wasn't keen. Sliding down leg, it pitched outside leg too!",3.2
"Shanaka to Fakhar Zaman, no run, full and curving back into Fakhar Zaman, he mistimes the punch to cover",3.1
"Pradeep to Abid Ali, no run, length delivery around off, Abid Ali defends it to the off-side",2.6
"Pradeep to Abid Ali, no run, length delivery on the stumps, Abid Ali defends it back",2.5
"Pradeep to Abid Ali, FOUR, picks it up off the hips and whips it away wide of mid-wicket for another four. Pradeep errs in line and Abid Ali makes full use of it",2.4
"Pradeep to Abid Ali, FOUR, picture-perfect straight drive! Very full from Pradeep, Abid Ali comes forward and straight drives it with a lot of class and elegance for a boundary",2.3
"Pradeep to Abid Ali, no run, fuller length delivery wide of off, Abid Ali blocks it back to the bowler with a straight bat",2.2
"Pradeep to Fakhar Zaman, 1 run, punched down the ground wide of mid-off",2.1
"Shanaka to Abid Ali, no run, overpitched delivery wide of off, Abid Ali drives it straight, it ends up being too straight as Shanaka fields it",1.6
"Shanaka to Abid Ali, no run, full and targeting the stumps, Abid Ali stays put and pushes it away to mid-on",1.5
"Shanaka to Abid Ali, no run, length delivery wide of off, Abid Ali presses forward and defends it straight to cover",1.4
"Shanaka to Abid Ali, 2 runs, short delivery without much venom, Abid Ali pulled it away wide of fine leg and he will come back for a brace",1.3
"Shanaka to Abid Ali, no run, full and wide of off, Abid Ali comes forward and defends it to cover with a straight bat",1.2
"Shanaka to Abid Ali, no run, full and wide of off, Abid Ali was slightly late to come on the front foot and mistimes the drive to mid-off",1.1
"Pradeep to Fakhar Zaman, no run, Pradeep starts with a maiden. Fakhar Zaman stays static in the crease and punches it straight down the ground to mid-on",0.6
"Pradeep to Fakhar Zaman, no run, it was full and was very wide, Fakhar Zaman tries his best to reach it but was unable to do so. Ends up making no contact and Bhanuka collects it",0.5
"Pradeep to Fakhar Zaman, no run, Pradeep bowls it full and attacks the stumps, Fakhar Zaman lets it come and eases it straight to the cover fielder",0.4
"Pradeep to Fakhar Zaman, no run, on a length and around off, Fakhar Zaman pushes it to cover",0.3
"Pradeep to Fakhar Zaman, no run, back of a length on off-stump, Zaman is right behind the line to defend",0.2
"Pradeep to Fakhar Zaman, no run, good length ball outside off, Zaman has a sighter and lets it pass. Good carry through to Bhanuka as he collects it in front of his face",0.1
