Column1,Column2
"Shami to Williamson, no run, fuller and angling in on off, solidly blocked from the crease",5.1
"Bhuvneshwar to Williamson, 1 run, gets it past that diving gully fielder this time! Was on a good length and Williamson just opened his bat face to beat his counterpart who tried hard to prevent the single",4.6
"Bhuvneshwar to Williamson, no run, fuller and closer to off, angling into Williamson who defends down the track",4.5
"Bhuvneshwar to Williamson, no run, stays really low! Williamson is lucky that this wasn't straighter in line as it could have crashed into the timber. Was angled into him from around off, straightened just a tad and shot through low past the blade. On the bounce to Dhoni",4.4
"Bhuvneshwar to Williamson, no run, on a length around the fourth stump line, nervous dab from Williamson and he finds that gully fielder who is placed for this shot. Remember he nicked off to the keeper last game trying this shot",4.3
"Bhuvneshwar to Williamson, no run, shortish and outside off, Williamson stands tall and defends this towards cover",4.2
"Bhuvneshwar to Munro, 1 run, gives the charge does Munro and goes through with the pull shot but this fizzes from a shortish length to catch the cue end of the blade. Dribbles to deep mid-wicket",4.1
"Shami to Williamson, 2 runs, a touch fuller and Williamson drives it through the gap at extra cover. Mid-off chases it down",3.6
"Shami to Williamson, no run, back of a length around middle and off, Williamson stands tall to defend",3.5
"Shami to Williamson, no run, full and closer to off stump, Williamson defends with soft hands towards the slip cordon",3.4
"Shami to Henry Nicholls, out Caught by Kedar Jadhav!! There's the early wicket India were searching for. Shami provides it with a short ball that skidded on after pitching. Nicholls was clearly late on the pull and didn't bother keeping it down either. Mistimed it towards mid-on where Jadhav took a sharp catch. It was travelling flat at him and by his standards, it's definitely a very good catch. Not sure Nicholls should have tried this shot though with Munro there at the other end. Henry Nicholls c Kedar Jadhav b Shami 8(15) [4s-1]",3.3
"Shami to Henry Nicholls, no run, that was there to be hit but Nicholls can't pick the gap. Short and wide, slaps the cut hard but straight to Shanker at backward point",3.2
"Shami to Henry Nicholls, no run, this has clocked 144kph! Shortish and skidding in from outside off, Nicholls is hurried by the pace as he defends this from the crease. Off the bottom edge towards Dhoni",3.1
"Bhuvneshwar to Munro, no run, very full and outside off, looks to drive with hard hands and gets a thick inside edge onto the pad",2.6
"Bhuvneshwar to Munro, SIX, such a clean bat swing! He's just fresh off a fine knock in the Super Smash yesterday and that form is certainly showing in this shot. Fuller length from Bhuvneshwar and it's been picked up over deep mid-wicket with a clean hoick, lovely hitting",2.5
"Bhuvneshwar to Henry Nicholls, 1 run, quick single. Nicholls hangs back and punches this in front of mid-on. Judged the run perfectly there and got good response from Munro",2.4
"Bhuvneshwar to Henry Nicholls, no run, angling across Nicholls this time, on a good length outside off and left alone",2.3
"Bhuvneshwar to Henry Nicholls, no run, another sharp nipbacker from Bhuvi, pitched around middle and leg, jagged back to rap Nicholls on the back thigh",2.2
"Bhuvneshwar to Henry Nicholls, no run, shapes in from a good length, Nicholls shuffles on the back foot and gets a faint inside edge onto the pad",2.1
"Shami to Henry Nicholls, 1 run, nearly a run out chance! Terrific effort from Shanker, dived to his left at point to make a half stop to save a boundary. He couldn't gather it cleanly quickly enough because the batsmen were having a mix up and a run out was a real possibility. Good shot to start with from Nicholls again, cut it well off the front foot",1.6
"Shami to Henry Nicholls, FOUR, classy shot! If Munro is about power, Nicholls prefers to time them. This was not all that full but he got across on the front foot and eased the straight drive past the diving mid-off fielder",1.5
"Shami to Henry Nicholls, no run, on a length wider outside off, Nicholls sits back and shoulders arms",1.4
"Shami to Henry Nicholls, 2 runs, thick inside edge! Skiddy good of a length delivery, angling into Nicholls who was late on the defensive push. Nearly chopped on, as the ball whizzes past the leg stump towards fine leg. Chahal was squarer and got around in time",1.3
"Shami to Henry Nicholls, no run, slanting in from a good length, just outside off and Nicholls stands tall to defend. A bit of extra bounce",1.2
"Shami to Munro, 1 run, angles it in on a good length and Munro wanted to heave this away. Drags it off the inside edge well wide of the mid-on fielder",1.1
"Bhuvneshwar to Henry Nicholls, no run, skids through a touch low from a good length, hurried Nicholls into the defensive push and went off the bottom edge towards MS",0.6
"Bhuvneshwar to Henry Nicholls, no run, fuller and closer to off stump, blocked off the front foot towards cover",0.5
"Bhuvneshwar to Henry Nicholls, no run, shapes away from a good length outside off, left alone to the keeper",0.4
"Bhuvneshwar to Munro, 1 run, fuller and outside off, Munro drives this towards mid-off where Rohit slips badly. Hopefully he isn't serious",0.3
"Bhuvneshwar to Munro, 2 runs, mishit but clears mid-off! Munro wanted to launch this down the ground, couldn't get hold of it properly and skewed it over the infield",0.2
"Bhuvneshwar to Munro, no run, angling in on off, Munro shuffles a bit and defends it down the track",0.1
