Column1,Column2
"Behrendorff to Rohit, no run, back of a length around leg, Rohit tries to play this one into the leg side and gets struck on the pads",7.5
"Behrendorff to Dhawan, out Caught by Khawaja!! Dhawan's entertaining knock comes to an end! Was playing so well until now, and probably gets carried away. Looks to take on Behrendorff and miscues this one straight to mid-off where Khawaja settles under the skier and takes it comfortably. Dhawan c Khawaja b Behrendorff 32(28) [4s-5]",7.4
"Behrendorff to Dhawan, FOUR, how good was that shot? Class. This was a back of a length delivery outside off and Dhawan was on his front foot as he played it on the up. Punches it aerially and clears the infield at covers, four runs!",7.3
"Behrendorff to Rohit, 1 run, tries to nudge the length ball to the leg side, ends up getting an inside edge on to his pads",7.2
"Behrendorff to Dhawan, 1 run, works the length ball to the fielder at short fine leg and takes a single, does Dhawan",7.1
"Siddle to Dhawan, 1 run, full in length and outside outside off, Dhawan reaches out for it and creams it to sweeper cover",6.6
"Siddle to Dhawan, FOUR, India are making sure to get at least one boundary in every over. When you get deliveries like these, it only gets easier. A tad short on leg and Dhawan drags it past the fielder at short fine leg to add four more to his account and to India's total",6.5
"Siddle to Dhawan, 2 runs, touch full outside off and Dhawan drives it through the gap at cover for two runs",6.4
"Siddle to Dhawan, no run, walks down the wicket and punches the back of a length ball to the fielder at point",6.3
"Siddle to Dhawan, no run, back of a length and seaming away from the batsman outside off, Dhawan looks to punch off his back foot, doesn't time it well",6.2
"Siddle to Dhawan, no run, slightly full in the channel outside off, Dhawan brings his bat down in time and drives it to the fielder at cover-point. He's looking in good touch today, is Dhawan. Timing 'em sweetly",6.1
"J Richardson to Rohit, no run, in the channel outside off, tad short and it's been left alone",5.6
"J Richardson to Dhawan, 1 run, chops the short of a length ball to third man and gets a single",5.5
"J Richardson to Dhawan, wide, down the leg side, Dhawan attempted flick doesn't connect",5.5
"J Richardson to Dhawan, no run, that was a close call! Fired into the batsman on a length and Dhawan was a touch late to bring his bat down. The impact was in front of off and the Australian's didn't even go up in an appeal, as they thought there was bat involved. Well, the HawkEye says it was going over the stumps as well",5.4
"J Richardson to Dhawan, no run, excellent stop by Lyon at cover. Saves a boundary with his dive. Was a fraction short outside off and Dhawan punched it firmly, only to be denied a boundary by Gary",5.3
"J Richardson to Dhawan, FOUR, this was in the air, but well past Maxwell at point. Touch full and wide outside off, Dhawan reaches out for it and slices it past the diving fielder at point. Just the kind of start India needed in this chase",5.2
"J Richardson to Rohit, 1 run, tad short on middle and leg, Rohit tucks it into the leg side",5.1
"Behrendorff to Dhawan, 2 runs, channeled around middle and off, Dhawan clips it down to long leg and by the time the throw comes in from the deep, the southpaw manages to come back for two. His bat got stuck into the turf as he tried to drag his bat in but the keeper couldn't deflect it on to the stumps, hence there's no trouble for the batsman",4.6
"Behrendorff to Dhawan, no run, another fullish delivery outside off and Dhawan squeezes it in front of cover, Lyon stops it this time around",4.5
"Behrendorff to Dhawan, FOUR, looks a completely different batsman in colored clothing, does Dhawan. This was a touch full outside off, Dhawan goes down on his knee and creams it past the fielder at cover. There was a dive put by Lyon, but there was no chance stopping this",4.4
"Behrendorff to Dhawan, 2 runs, heaves the length delivery through mid-wicket for a brace",4.3
"Behrendorff to Dhawan, no run, tries to punch this length ball on the up and ends up getting an inside edge on to his pads",4.2
"Behrendorff to Dhawan, leg byes, FOUR, short ball on leg and Dhawan doesn't have to do much. The ball clips his thigh pad and races away to the fine leg fence",4.1
"J Richardson to Rohit, no run, ends the over with a dot ball. Corrects his line and bowls it outside off, gets it to shape away too and Rohit doesn't bother to play at it",3.6
"J Richardson to Rohit, no run, tad short around off, seaming away from the batsman and Rohit defends it off his back foot",3.5
"J Richardson to Dhawan, 1 run, a good length delivery around middle and leg, Dhawan eyes mid-wicket and clips it through the gap",3.4
"J Richardson to Dhawan, no run, that's typical Dhawan! Trying to go after everything. This was angled away from him and Shikhar has a go at it, swings at the ball and is beaten all ends up, could've nicked the inside edge",3.3
"J Richardson to Dhawan, FOUR, first one of the match for Dhawan. This was on the pads and Dhawan clips it through square leg, beats two fielders. One inside the circle, the other one near the fence",3.2
"J Richardson to Dhawan, no run, in the channel outside off and it's been driven towards cover, didn't time that well",3.1
"Behrendorff to Rohit, no run, outside off, back of a length, Rohit feels for it and almost nicks it behind",2.6
"Behrendorff to Rohit, no run, back of a length, kicks off the deck and deviates away, Rohit awkdwardly fends at it and somehow manages to keep it on the ground",2.5
"Behrendorff to Dhawan, 1 run, superb save by Jhye Richardson at third man. Saves three for his team. Dhawan had sliced the widish delivery over backward point and the pacer sprints across in the deep to stop the ball with a fine effort. Dhawan thought this was a boundary, hence he was a bit casual with his running. Not more than a single...",2.4
"Behrendorff to Dhawan, no run, this is how he was dismissed in the previous match. Looking to play across the line. A similar delivery, just that the length was a tad short, Dhawan tries to flick across the line and gets an inside edge on to his pads",2.3
"Behrendorff to Dhawan, no run, 133.5kph, touch full in length and Dhawan drives it gently to mid-on",2.2
"Behrendorff to Dhawan, no run, outside off, hint of away swing and Dhawan plays inside the line, letting the keeper do the rest",2.1
"J Richardson to Rohit, no run, good line and length, shaping away from the batsman outside off and Rohit lets it through to the keeper",1.6
"J Richardson to Rohit, FOUR, great timing! Tad short and curving away from the batsman outside off, Rohit opens his bat face late and guides it past the fielder at point. Third man tries his best to stop the ball with a sprint but comes second",1.5
"J Richardson to Rohit, no run, down the leg side, Rohit tries a glance but the ball clips his pads on its way to the keeper",1.4
"J Richardson to Rohit, FOUR, here's the patent Rohit Sharma pull! On his front foot and drags the length delivery through the gap at mid-wicket. Effortless",1.3
"J Richardson to Rohit, no run, shaping away from the batsman on a good length, Rohit shuffles across the off-stump and dabs it to point",1.2
"J Richardson to Dhawan, 1 run, on the pads and Dhawan clips it to wide mid-on for his first run of the series",1.1
"Behrendorff to Rohit, no run, Behrendorff starts off with a maiden over! Keeps this one outside off, on a good length and Rohit decides to leave it alone",0.6
"Behrendorff to Rohit, no run, keeps this full and straight outside off, Rohit takes a forward stride and drives it to mid-off",0.5
"Behrendorff to Rohit, no run, in the channel outside off, a good length delivery that's been left alone by Rohit",0.4
"Behrendorff to Rohit, no run, on his front foot to drive the length delivery to the fielder at mid-on",0.3
"Behrendorff to Rohit, no run, quicker delivery on leg, hint of inswing and Rohit gets an inside edge as he looks to play this one into the leg side",0.2
"Behrendorff to Rohit, no run, swinging the ball back into the batsman around middle and leg, Rohit flicks it to the fielder at short mid-wicket",0.1
